,treatment
17865,1
17866,1
17867,0
17868,1
17869,1
17870,1
17871,1
17872,1
17873,0
17874,1
17875,0
17876,1
17877,1
17878,1
17879,1
17880,1
17881,1
17882,0
17883,1
17884,1
17885,1
17886,1
17887,0
17888,1
17889,1
17890,1
17891,1
17892,1
17893,0
17894,1
17895,1
17896,1
17897,1
17898,1
17899,1
17900,1
17901,1
17902,1
17903,1
17904,0
17905,1
17906,1
17907,1
17908,1
17909,1
17910,1
17911,1
17912,1
17913,1
17914,1
17915,1
17916,1
17917,1
17918,1
17919,1
17920,1
17921,1
17922,0
17923,1
17924,1
17925,0
17926,1
17927,0
17928,0
17929,1
17930,1
17931,1
17932,1
17933,0
17934,1
17935,1
17936,1
17937,1
17938,1
17939,1
17940,1
17941,1
17942,1
17943,1
17944,1
17945,0
17946,1
17947,1
17948,1
17949,1
17950,1
17951,1
17952,1
17953,1
17954,1
17955,1
17956,1
17957,1
17958,1
17959,0
17960,1
17961,1
17962,1
17963,0
17964,1
17965,1
17966,1
17967,0
17968,1
17969,0
17970,1
17971,1
17972,1
17973,1
17974,0
17975,1
17976,0
17977,1
17978,1
17979,1
17980,0
17981,0
17982,1
17983,1
17984,1
17985,1
17986,1
17987,1
17988,1
17989,1
17990,1
17991,1
17992,1
17993,1
17994,1
17995,0
17996,0
17997,1
17998,0
17999,1
18000,0
18001,1
18002,1
18003,1
18004,1
18005,1
18006,1
18007,1
18008,0
18009,1
18010,1
18011,0
18012,1
18013,1
18014,0
18015,1
18016,1
18017,1
18018,1
18019,0
18020,1
18021,0
18022,1
18023,0
18024,1
18025,0
18026,0
18027,1
18028,0
18029,1
18030,1
18031,1
18032,1
18033,1
18034,1
18035,1
18036,0
18037,1
18038,1
18039,0
18040,1
18041,1
18042,0
18043,1
18044,1
18045,1
18046,1
18047,1
18048,1
18049,1
18050,1
18051,1
18052,1
18053,1
18054,1
18055,1
18056,1
18057,1
18058,1
18059,0
18060,1
18061,0
18062,1
18063,1
18064,1
18065,0
18066,0
18067,1
18068,0
18069,1
18070,1
18071,1
18072,0
18073,1
18074,1
18075,1
18076,0
18077,1
18078,1
18079,1
18080,0
18081,1
18082,1
18083,1
18084,1
18085,1
18086,1
18087,0
18088,1
18089,1
18090,1
18091,1
18092,1
18093,1
18094,1
18095,1
18096,1
18097,1
18098,1
18099,0
18100,1
18101,1
18102,1
18103,1
18104,1
18105,1
18106,0
18107,1
18108,0
18109,1
18110,1
18111,1
18112,1
18113,1
18114,0
18115,1
18116,1
18117,1
18118,1
18119,1
18120,1
18121,1
18122,1
18123,1
18124,1
18125,1
18126,0
18127,0
18128,1
18129,1
18130,1
18131,0
18132,0
18133,1
18134,1
18135,1
18136,1
18137,1
18138,1
18139,1
18140,1
18141,1
18142,1
18143,1
18144,0
18145,1
18146,1
18147,1
18148,1
18149,0
18150,1
18151,1
18152,1
18153,1
18154,1
18155,1
18156,1
18157,1
18158,1
18159,0
18160,1
18161,0
18162,1
18163,1
18164,1
18165,1
18166,1
18167,1
18168,1
18169,0
18170,1
18171,1
18172,1
18173,1
18174,0
18175,1
18176,1
18177,1
18178,0
18179,1
18180,1
18181,1
18182,1
18183,1
18184,0
18185,1
18186,1
18187,1
18188,1
18189,1
18190,1
18191,1
18192,1
18193,1
18194,1
18195,1
18196,1
18197,0
18198,1
18199,1
18200,0
18201,1
18202,1
18203,1
18204,0
18205,1
18206,1
18207,1
18208,1
18209,0
18210,1
18211,1
18212,1
18213,1
18214,0
18215,1
18216,1
18217,1
18218,1
18219,1
18220,1
18221,0
18222,1
18223,1
18224,1
18225,1
18226,1
18227,1
18228,0
18229,1
18230,1
18231,1
18232,0
18233,0
18234,1
18235,0
18236,0
18237,1
18238,1
18239,1
18240,0
18241,1
18242,1
18243,1
18244,1
18245,1
18246,1
18247,1
18248,1
18249,0
18250,1
18251,0
18252,0
18253,1
18254,1
18255,0
18256,1
18257,1
18258,0
18259,0
18260,1
18261,1
18262,1
18263,1
18264,1
18265,1
18266,0
18267,1
18268,1
18269,1
18270,1
18271,0
18272,0
18273,1
18274,1
18275,1
18276,1
18277,1
18278,1
18279,1
18280,1
18281,0
18282,1
18283,1
18284,1
18285,1
18286,0
18287,1
18288,1
18289,0
18290,1
18291,0
18292,0
18293,1
18294,1
18295,1
18296,1
18297,1
18298,1
18299,1
18300,1
18301,1
18302,1
18303,1
18304,0
18305,1
18306,0
18307,1
18308,0
18309,1
18310,1
18311,1
18312,0
18313,1
18314,0
18315,1
18316,0
18317,1
18318,1
18319,1
18320,1
18321,1
18322,1
18323,1
18324,1
18325,1
18326,0
18327,1
18328,0
18329,0
18330,1
18331,1
18332,0
18333,1
18334,1
18335,1
18336,1
18337,0
18338,0
18339,1
18340,1
18341,1
18342,1
18343,1
18344,1
18345,1
18346,1
18347,1
18348,1
18349,1
18350,1
18351,1
18352,1
18353,1
18354,1
18355,1
18356,0
18357,0
18358,1
18359,1
18360,1
18361,1
18362,1
18363,1
18364,1
18365,1
18366,1
18367,1
18368,1
18369,1
18370,1
18371,1
18372,1
18373,1
18374,1
18375,1
18376,1
18377,1
18378,0
18379,1
18380,1
18381,1
18382,1
18383,0
18384,1
18385,1
18386,1
18387,1
18388,1
18389,1
18390,1
18391,1
18392,1
18393,1
18394,0
18395,1
18396,1
18397,1
18398,0
18399,1
18400,1
18401,1
18402,1
18403,1
18404,1
18405,1
18406,1
18407,1
18408,0
18409,0
18410,1
18411,1
18412,1
18413,1
18414,0
18415,0
18416,0
18417,1
18418,0
18419,1
18420,1
18421,0
18422,1
18423,1
18424,1
18425,1
18426,1
18427,1
18428,1
18429,1
18430,1
18431,1
18432,1
18433,1
18434,1
18435,1
18436,1
18437,1
18438,1
18439,1
18440,1
18441,1
18442,1
18443,1
18444,1
18445,1
18446,1
18447,1
18448,1
18449,1
18450,1
18451,1
18452,1
18453,1
18454,1
18455,1
18456,1
18457,1
18458,1
18459,1
18460,1
18461,1
18462,1
18463,1
18464,1
18465,0
18466,1
18467,1
18468,1
18469,1
18470,1
18471,1
18472,1
18473,1
18474,1
18475,1
18476,1
18477,1
18478,0
18479,1
18480,1
18481,0
18482,1
18483,1
18484,0
18485,0
18486,1
18487,1
18488,1
18489,1
18490,1
18491,1
18492,1
18493,0
18494,0
18495,1
18496,1
18497,1
18498,0
18499,1
18500,1
18501,1
18502,1
18503,1
18504,1
18505,1
18506,1
18507,1
18508,1
18509,0
18510,1
18511,1
18512,1
18513,1
18514,1
18515,1
18516,1
18517,1
18518,1
18519,0
18520,0
18521,1
18522,0
18523,1
18524,1
18525,1
18526,1
18527,1
18528,1
18529,1
18530,1
18531,1
18532,1
18533,1
18534,1
18535,1
18536,1
18537,1
18538,1
18539,1
18540,1
18541,1
18542,1
18543,1
18544,1
18545,1
18546,0
18547,1
18548,1
18549,1
18550,1
18551,1
18552,1
18553,1
18554,0
18555,1
18556,1
18557,0
18558,0
18559,1
18560,1
18561,1
18562,0
18563,1
18564,1
18565,0
18566,1
18567,1
18568,1
18569,0
18570,1
18571,0
18572,1
18573,1
18574,0
18575,1
18576,1
18577,0
18578,1
18579,1
18580,1
18581,1
18582,1
18583,1
18584,1
18585,1
18586,0
18587,0
18588,1
18589,1
18590,1
18591,1
18592,1
18593,1
18594,1
18595,1
18596,1
18597,0
18598,0
18599,1
18600,1
18601,1
18602,1
18603,1
18604,1
18605,1
18606,1
18607,0
18608,1
18609,1
18610,1
18611,1
18612,1
18613,1
18614,1
18615,1
18616,1
18617,1
18618,1
18619,1
18620,1
18621,1
18622,0
18623,1
18624,1
18625,1
18626,1
18627,1
18628,1
18629,1
18630,1
18631,1
18632,0
18633,1
18634,1
18635,1
18636,1
18637,0
18638,0
18639,1
18640,1
18641,1
18642,1
18643,1
18644,1
18645,0
18646,1
18647,0
18648,1
18649,1
18650,1
18651,1
18652,1
18653,1
18654,1
18655,1
18656,1
18657,0
18658,1
18659,1
18660,1
18661,1
18662,1
18663,0
18664,0
18665,0
18666,1
18667,1
18668,1
18669,1
18670,1
18671,1
18672,1
18673,1
18674,1
18675,1
18676,1
18677,1
18678,1
18679,1
18680,1
18681,1
18682,1
18683,1
18684,1
18685,1
18686,1
18687,0
18688,1
18689,1
18690,1
18691,0
18692,0
18693,0
18694,1
18695,1
18696,1
18697,1
18698,1
18699,1
18700,0
18701,1
18702,0
18703,1
18704,1
18705,0
18706,1
18707,1
18708,1
18709,1
18710,1
18711,1
18712,0
18713,1
18714,1
18715,1
18716,1
18717,1
18718,1
18719,1
18720,0
18721,1
18722,1
18723,1
18724,1
18725,0
18726,1
18727,1
18728,1
18729,1
18730,0
18731,1
18732,1
18733,1
18734,1
18735,1
18736,1
18737,0
18738,1
18739,0
18740,1
18741,1
18742,1
18743,1
18744,0
18745,1
18746,1
18747,1
18748,1
18749,1
18750,1
18751,1
18752,1
18753,1
18754,0
18755,1
18756,1
18757,1
18758,1
18759,1
18760,1
18761,1
18762,1
18763,0
18764,1
18765,1
18766,1
18767,1
18768,1
18769,1
18770,1
18771,1
18772,1
18773,1
18774,1
18775,1
18776,1
18777,1
18778,1
18779,0
18780,0
18781,1
18782,1
18783,0
18784,1
18785,0
18786,1
18787,1
18788,1
18789,0
18790,1
18791,1
18792,0
18793,1
18794,0
18795,1
18796,1
18797,0
18798,0
18799,1
18800,1
18801,1
18802,1
18803,1
18804,1
18805,1
18806,1
18807,1
18808,1
18809,1
18810,1
18811,1
18812,1
18813,1
18814,1
18815,0
18816,1
18817,1
18818,0
18819,1
18820,1
18821,0
18822,1
18823,1
18824,1
18825,1
18826,1
18827,0
18828,1
18829,1
18830,0
18831,1
18832,1
18833,1
18834,1
18835,1
18836,1
18837,0
18838,1
18839,1
18840,1
18841,1
18842,1
18843,1
18844,1
18845,1
18846,1
18847,1
18848,1
18849,1
18850,0
18851,1
18852,1
18853,1
18854,0
18855,1
18856,1
18857,1
18858,1
18859,1
18860,1
18861,1
18862,1
18863,0
18864,1
18865,1
18866,1
18867,0
18868,1
18869,1
18870,0
18871,1
18872,0
18873,0
18874,1
18875,1
18876,1
18877,1
18878,1
18879,1
18880,1
18881,1
18882,0
18883,1
18884,1
18885,1
18886,0
18887,1
18888,1
18889,1
18890,1
18891,0
18892,1
18893,1
18894,1
18895,1
18896,1
18897,1
18898,0
18899,1
18900,1
18901,1
18902,0
18903,1
18904,1
18905,1
18906,1
18907,1
18908,1
18909,0
18910,1
18911,1
18912,0
18913,1
18914,1
18915,0
18916,1
18917,1
18918,1
18919,1
18920,0
18921,1
18922,1
18923,1
18924,1
18925,1
18926,1
18927,1
18928,1
18929,1
18930,1
18931,0
18932,1
18933,1
18934,1
18935,0
18936,1
18937,1
18938,1
18939,1
18940,0
18941,1
18942,0
18943,1
18944,0
18945,1
18946,0
18947,1
18948,0
18949,0
18950,1
18951,1
18952,0
18953,1
18954,1
18955,1
18956,1
18957,1
18958,1
18959,1
18960,1
18961,1
18962,0
18963,1
18964,0
18965,1
18966,1
18967,1
18968,0
18969,1
18970,1
18971,1
18972,1
18973,1
18974,1
18975,0
18976,1
18977,1
18978,1
18979,1
18980,1
18981,1
18982,1
18983,1
18984,1
18985,1
18986,1
18987,1
18988,0
18989,1
18990,1
18991,1
18992,0
18993,0
18994,1
18995,1
18996,0
18997,1
18998,1
18999,1
19000,1
19001,0
19002,1
19003,0
19004,1
19005,1
19006,1
19007,1
19008,1
19009,0
19010,0
19011,1
19012,1
19013,0
19014,1
19015,1
19016,0
19017,0
19018,1
19019,1
19020,1
19021,1
19022,1
19023,1
19024,1
19025,1
19026,1
19027,0
19028,0
19029,1
19030,1
19031,1
19032,1
19033,0
19034,1
19035,1
19036,0
19037,1
19038,0
19039,1
19040,1
19041,1
19042,1
19043,0
19044,1
19045,1
19046,0
19047,1
19048,1
19049,0
19050,0
19051,1
19052,1
19053,1
19054,0
19055,0
19056,1
19057,1
19058,1
19059,1
19060,0
19061,1
19062,0
19063,1
19064,1
19065,1
19066,0
19067,1
19068,1
19069,1
19070,0
19071,1
19072,1
19073,1
19074,1
19075,1
19076,0
19077,1
19078,1
19079,0
19080,1
19081,1
19082,1
19083,1
19084,0
19085,1
19086,1
19087,1
19088,0
19089,1
19090,1
19091,0
19092,1
19093,0
19094,1
19095,1
19096,0
19097,0
19098,1
19099,0
19100,1
19101,1
19102,1
19103,1
19104,1
19105,0
19106,1
19107,1
19108,0
19109,0
19110,0
19111,1
19112,1
19113,1
19114,0
19115,1
19116,1
19117,0
19118,0
19119,1
19120,1
19121,0
19122,1
19123,1
19124,1
19125,1
19126,1
19127,1
19128,1
19129,1
19130,1
19131,1
19132,1
19133,0
19134,1
19135,1
19136,1
19137,1
19138,1
19139,1
19140,1
19141,1
19142,1
19143,1
19144,1
19145,1
19146,1
19147,0
19148,1
19149,1
19150,1
19151,1
19152,1
19153,1
19154,1
19155,1
19156,1
19157,1
19158,1
19159,1
19160,1
19161,1
19162,1
19163,1
19164,0
19165,1
19166,0
19167,1
19168,1
19169,0
19170,0
19171,1
19172,0
19173,1
19174,1
19175,1
19176,1
19177,1
19178,1
19179,1
19180,1
19181,1
19182,1
19183,1
19184,1
19185,1
19186,1
19187,1
19188,1
19189,1
19190,1
19191,1
19192,1
19193,1
19194,1
19195,1
19196,1
19197,1
19198,1
19199,1
19200,1
19201,1
19202,1
19203,1
19204,0
19205,1
19206,1
19207,1
19208,1
19209,1
19210,1
19211,1
19212,0
19213,1
19214,1
19215,1
19216,0
19217,1
19218,0
19219,1
19220,1
19221,1
19222,1
19223,1
19224,1
19225,0
19226,1
19227,1
19228,1
19229,1
19230,0
19231,1
19232,1
19233,0
19234,1
19235,1
19236,0
19237,1
19238,1
19239,1
19240,1
19241,1
19242,1
19243,1
19244,1
19245,1
19246,1
19247,1
19248,1
19249,0
19250,1
19251,1
19252,1
19253,1
19254,1
19255,1
19256,1
19257,1
19258,1
19259,1
19260,1
19261,0
19262,1
19263,0
19264,1
19265,1
19266,0
19267,1
19268,1
19269,1
19270,1
19271,1
19272,1
19273,1
19274,1
19275,0
19276,1
19277,1
19278,0
19279,1
19280,1
19281,1
19282,0
19283,1
19284,1
19285,1
19286,1
19287,1
19288,1
19289,1
19290,1
19291,1
19292,1
19293,0
19294,1
19295,0
19296,1
19297,1
19298,1
19299,1
19300,1
19301,0
19302,1
19303,1
19304,1
19305,1
19306,1
19307,1
19308,1
19309,0
19310,1
19311,1
19312,1
19313,1
19314,1
19315,1
19316,0
19317,0
19318,1
19319,1
19320,1
19321,1
19322,1
19323,1
19324,1
19325,1
19326,1
19327,1
19328,1
19329,1
19330,1
19331,1
19332,1
19333,0
19334,1
19335,1
19336,1
19337,1
19338,1
19339,1
19340,1
19341,1
19342,1
19343,1
19344,1
19345,1
19346,0
19347,1
19348,1
19349,1
19350,1
19351,1
19352,1
19353,1
19354,0
19355,1
19356,1
19357,1
19358,1
19359,0
19360,1
19361,0
19362,1
19363,1
19364,0
19365,1
19366,0
19367,1
19368,0
19369,1
19370,1
19371,1
19372,0
19373,1
19374,1
19375,1
19376,0
19377,1
19378,1
19379,1
19380,1
19381,1
19382,1
19383,1
19384,1
19385,1
19386,1
19387,1
19388,1
19389,0
19390,1
19391,1
19392,0
19393,1
19394,1
19395,1
19396,0
19397,1
19398,1
19399,1
19400,1
19401,0
19402,1
19403,1
19404,1
19405,1
19406,1
19407,1
19408,1
19409,1
19410,0
19411,0
19412,0
19413,1
19414,1
19415,1
19416,1
19417,1
19418,1
19419,1
19420,1
19421,0
19422,1
19423,1
19424,1
19425,1
19426,0
19427,0
19428,1
19429,1
19430,1
19431,1
19432,1
19433,1
19434,1
19435,1
19436,1
19437,1
19438,1
19439,0
19440,0
19441,1
19442,1
19443,1
19444,1
19445,1
19446,1
19447,1
19448,1
19449,1
19450,1
19451,1
19452,0
19453,1
19454,1
19455,1
19456,0
19457,1
19458,1
19459,1
19460,1
19461,1
19462,1
19463,1
19464,1
19465,1
19466,1
19467,1
19468,1
19469,1
19470,1
19471,1
19472,1
19473,0
19474,1
19475,1
19476,0
19477,1
19478,1
19479,1
19480,0
19481,0
19482,1
19483,1
19484,1
19485,1
19486,1
19487,1
19488,0
19489,1
19490,1
19491,1
19492,1
19493,1
19494,1
19495,1
19496,0
19497,0
19498,1
19499,1
19500,1
19501,0
19502,1
19503,1
19504,1
19505,1
19506,1
19507,1
19508,1
19509,1
19510,1
19511,1
19512,1
19513,0
19514,1
19515,1
19516,0
19517,1
19518,1
19519,0
19520,1
19521,1
19522,1
19523,1
19524,1
19525,1
19526,1
19527,0
19528,1
19529,0
19530,1
19531,1
19532,1
19533,1
19534,1
19535,1
19536,1
19537,0
19538,1
19539,1
19540,1
19541,0
19542,1
19543,1
19544,1
19545,1
19546,1
19547,0
19548,1
19549,0
19550,1
19551,0
19552,1
19553,1
19554,1
19555,0
19556,1
19557,0
19558,1
19559,0
19560,0
19561,1
19562,1
19563,1
19564,1
19565,1
19566,1
19567,1
19568,1
19569,1
19570,1
19571,1
19572,0
19573,1
19574,1
19575,0
19576,0
19577,1
19578,1
19579,1
19580,1
19581,0
19582,1
19583,0
19584,0
19585,1
19586,1
19587,0
19588,1
19589,1
19590,1
19591,1
19592,0
19593,1
19594,0
19595,1
19596,0
19597,1
19598,1
19599,1
19600,0
19601,1
19602,1
19603,1
19604,0
19605,1
19606,1
19607,1
19608,0
19609,1
19610,1
19611,1
19612,1
19613,1
19614,0
19615,1
19616,1
19617,1
19618,1
19619,1
19620,1
19621,1
19622,1
19623,1
19624,1
19625,0
19626,1
19627,0
19628,1
19629,1
19630,1
19631,1
19632,1
19633,1
19634,1
19635,1
19636,1
19637,1
19638,1
19639,1
19640,1
19641,0
19642,0
19643,1
19644,1
19645,1
19646,1
19647,1
19648,1
19649,1
19650,0
19651,1
19652,1
19653,1
19654,1
19655,1
19656,1
19657,1
19658,1
19659,1
19660,1
19661,1
19662,0
19663,1
19664,1
19665,1
19666,0
19667,1
19668,1
19669,1
19670,1
19671,1
19672,0
19673,0
19674,1
19675,1
19676,1
19677,1
19678,1
19679,1
19680,1
19681,0
19682,1
19683,1
19684,1
19685,1
19686,1
19687,1
19688,0
19689,0
19690,1
19691,0
19692,0
19693,0
19694,1
19695,1
19696,0
19697,1
19698,1
19699,1
19700,1
19701,0
19702,1
19703,1
19704,1
19705,1
19706,1
19707,1
19708,1
19709,1
19710,0
19711,1
19712,1
19713,1
19714,1
19715,1
19716,0
19717,1
19718,1
19719,1
19720,1
19721,1
19722,1
19723,1
19724,1
19725,1
19726,0
19727,1
19728,1
19729,1
19730,1
19731,1
19732,0
19733,1
19734,0
19735,1
19736,1
19737,1
19738,0
19739,1
19740,1
19741,1
19742,1
19743,1
19744,0
19745,0
19746,1
19747,1
19748,1
19749,1
19750,1
19751,0
19752,1
19753,1
19754,1
19755,1
19756,0
19757,0
19758,1
19759,1
19760,1
19761,1
19762,1
19763,1
19764,1
19765,1
19766,1
19767,0
19768,1
19769,1
19770,1
19771,1
19772,1
19773,1
19774,1
19775,1
19776,0
19777,1
19778,1
19779,1
19780,1
19781,0
19782,0
19783,1
19784,1
19785,1
19786,1
19787,1
19788,1
19789,1
19790,1
19791,1
19792,1
19793,1
19794,1
19795,0
19796,1
19797,0
19798,1
19799,0
19800,1
19801,1
19802,1
19803,1
19804,1
19805,1
19806,1
19807,0
19808,1
19809,1
19810,1
19811,1
19812,1
19813,0
19814,1
19815,1
19816,0
19817,1
19818,1
19819,1
19820,1
19821,1
19822,1
19823,1
19824,0
19825,1
19826,1
19827,1
19828,1
19829,1
19830,1
19831,1
19832,1
19833,1
19834,1
19835,1
19836,1
19837,1
19838,1
19839,1
19840,1
19841,1
19842,1
19843,0
19844,1
19845,1
19846,1
19847,1
19848,1
19849,1
19850,0
19851,1
19852,1
19853,1
19854,1
19855,0
19856,1
19857,1
19858,1
19859,1
19860,1
19861,0
19862,1
19863,1
19864,1
19865,1
19866,0
19867,1
19868,1
19869,1
19870,1
19871,1
19872,1
19873,1
19874,1
19875,1
19876,1
19877,0
19878,1
19879,0
19880,1
19881,1
19882,1
19883,1
19884,1
19885,1
19886,1
19887,0
19888,0
19889,1
19890,1
19891,0
19892,0
19893,1
19894,1
19895,1
19896,1
19897,0
19898,1
19899,1
19900,0
19901,1
19902,0
19903,1
19904,1
19905,1
19906,1
19907,0
19908,1
19909,1
19910,1
19911,0
19912,1
19913,1
19914,1
19915,1
19916,1
19917,1
19918,1
19919,1
19920,1
19921,1
19922,1
19923,1
19924,1
19925,1
19926,1
19927,1
19928,1
19929,1
19930,1
19931,1
19932,1
19933,1
19934,0
19935,1
19936,1
19937,1
19938,1
19939,1
19940,1
19941,1
19942,1
19943,1
19944,1
19945,1
19946,1
19947,1
19948,1
19949,1
19950,1
19951,1
19952,0
19953,1
19954,1
19955,1
19956,1
19957,1
19958,1
19959,1
19960,0
19961,1
19962,1
19963,1
19964,1
19965,1
19966,1
19967,0
19968,1
19969,1
19970,1
19971,1
19972,1
19973,1
19974,1
19975,1
19976,0
19977,1
19978,0
19979,1
19980,1
19981,0
19982,0
19983,1
19984,1
19985,1
19986,1
19987,1
19988,1
19989,1
19990,0
19991,1
19992,1
19993,1
19994,1
19995,1
19996,1
19997,1
19998,1
19999,1
20000,0
20001,1
20002,1
20003,1
20004,0
20005,1
20006,1
20007,1
20008,0
20009,0
20010,1
20011,0
20012,1
20013,1
20014,1
20015,1
20016,1
20017,0
20018,1
20019,1
20020,0
20021,0
20022,1
20023,1
20024,1
20025,1
20026,1
20027,1
20028,1
20029,1
20030,0
20031,1
20032,1
20033,1
20034,1
20035,1
20036,1
20037,1
20038,1
20039,0
20040,0
20041,1
20042,1
20043,1
20044,1
20045,1
20046,1
20047,1
20048,1
20049,1
20050,1
20051,1
20052,1
20053,1
20054,0
20055,0
20056,1
20057,1
20058,1
20059,1
20060,1
20061,0
20062,1
20063,0
20064,1
20065,1
20066,1
20067,0
20068,0
20069,0
20070,1
20071,1
20072,1
20073,1
20074,1
20075,0
20076,0
20077,0
20078,1
20079,1
20080,1
20081,1
20082,0
20083,1
20084,1
20085,1
20086,0
20087,1
20088,0
20089,1
20090,0
20091,1
20092,1
20093,1
20094,1
20095,1
20096,1
20097,1
20098,1
20099,1
20100,0
20101,1
20102,1
20103,0
20104,1
20105,1
20106,1
20107,1
20108,1
20109,1
20110,1
20111,1
20112,1
20113,0
20114,1
20115,1
20116,1
20117,1
20118,1
20119,1
20120,0
20121,1
20122,1
20123,1
20124,1
20125,1
20126,1
20127,1
20128,1
20129,1
20130,1
20131,0
20132,1
20133,0
20134,1
20135,1
20136,1
20137,1
20138,1
20139,1
20140,1
20141,1
20142,1
20143,1
20144,1
20145,1
20146,1
20147,1
20148,1
20149,1
20150,0
20151,1
20152,1
20153,1
20154,1
20155,1
20156,1
20157,1
20158,1
20159,1
20160,1
20161,0
20162,1
20163,1
20164,0
20165,1
20166,1
20167,1
20168,0
20169,1
20170,1
20171,1
20172,1
20173,1
20174,1
20175,0
20176,1
20177,1
20178,1
20179,1
20180,1
20181,1
20182,1
20183,1
20184,0
20185,1
20186,1
20187,1
20188,1
20189,1
20190,1
20191,1
20192,1
20193,1
20194,1
20195,0
20196,1
20197,1
20198,1
20199,1
20200,1
20201,1
20202,1
20203,1
20204,0
20205,1
20206,0
20207,1
20208,1
20209,1
20210,1
20211,1
20212,0
20213,1
20214,0
20215,1
20216,1
20217,1
20218,1
20219,1
20220,1
20221,1
20222,1
20223,1
20224,0
20225,1
20226,0
20227,1
20228,1
20229,0
20230,1
20231,1
20232,1
20233,1
20234,0
20235,1
20236,0
20237,1
20238,1
20239,1
20240,1
20241,1
20242,0
20243,1
20244,1
20245,1
20246,0
20247,1
20248,1
20249,1
20250,1
20251,0
20252,1
20253,1
20254,1
20255,1
20256,1
20257,1
20258,1
20259,1
20260,0
20261,1
20262,1
20263,0
20264,0
20265,1
20266,1
20267,0
20268,1
20269,1
20270,1
20271,1
20272,1
20273,1
20274,0
20275,1
20276,0
20277,1
20278,0
20279,1
20280,1
20281,1
20282,1
20283,1
20284,1
20285,0
20286,1
20287,1
20288,1
20289,0
20290,1
20291,1
20292,0
20293,1
20294,1
20295,1
20296,0
20297,1
20298,1
20299,1
20300,1
20301,0
20302,1
20303,0
20304,1
20305,1
20306,1
20307,1
20308,1
20309,1
20310,1
20311,1
20312,1
20313,0
20314,1
20315,1
20316,1
20317,1
20318,0
20319,1
20320,1
20321,1
20322,1
20323,1
20324,1
20325,0
20326,1
20327,1
20328,0
20329,1
20330,0
20331,1
20332,1
20333,1
20334,1
20335,0
20336,0
20337,0
20338,1
20339,1
20340,1
20341,1
20342,1
20343,1
20344,1
20345,0
20346,0
20347,1
20348,1
20349,1
20350,1
20351,1
20352,1
20353,1
20354,1
20355,1
20356,1
20357,1
20358,1
20359,1
20360,1
20361,1
20362,0
20363,1
20364,1
20365,1
20366,1
20367,0
20368,1
20369,0
20370,1
20371,1
20372,1
20373,0
20374,0
20375,1
20376,1
20377,0
20378,1
20379,1
20380,1
20381,1
20382,1
20383,1
20384,1
20385,1
20386,1
20387,1
20388,1
20389,0
20390,1
20391,1
20392,1
20393,0
20394,0
20395,1
20396,1
20397,1
20398,1
20399,1
20400,0
20401,1
20402,1
20403,1
20404,1
20405,1
20406,1
20407,1
20408,1
20409,1
20410,0
20411,1
20412,0
20413,1
20414,1
20415,1
20416,1
20417,1
20418,1
20419,1
20420,1
20421,1
20422,1
20423,1
20424,1
20425,0
20426,1
20427,0
20428,0
20429,1
20430,1
20431,1
20432,0
20433,1
20434,1
20435,1
20436,1
20437,1
20438,0
20439,1
20440,1
20441,1
20442,0
20443,1
20444,1
20445,1
20446,1
20447,1
20448,1
20449,1
20450,1
20451,1
20452,1
20453,1
20454,1
20455,0
20456,0
20457,1
20458,1
20459,1
20460,1
20461,1
20462,1
20463,1
20464,0
20465,1
20466,1
20467,1
20468,1
20469,1
20470,0
20471,1
20472,1
20473,1
20474,1
20475,0
20476,0
20477,0
20478,1
20479,1
20480,1
20481,1
20482,1
20483,1
20484,1
20485,1
20486,1
20487,0
20488,1
20489,1
20490,1
20491,1
20492,0
20493,1
20494,0
20495,0
20496,0
20497,1
20498,1
20499,1
20500,0
20501,1
20502,1
20503,1
20504,1
20505,1
20506,1
20507,1
20508,1
20509,1
20510,1
20511,0
20512,0
20513,1
20514,1
20515,0
20516,1
20517,1
20518,1
20519,1
20520,1
20521,0
20522,1
20523,1
20524,1
20525,1
20526,1
20527,1
20528,1
20529,1
20530,1
20531,1
20532,1
20533,1
20534,1
20535,1
20536,0
20537,1
20538,1
20539,1
20540,1
20541,0
20542,1
20543,0
20544,1
20545,1
20546,1
20547,1
20548,1
20549,1
20550,1
20551,1
20552,1
20553,1
20554,1
20555,1
20556,1
20557,1
20558,1
20559,1
20560,0
20561,1
20562,1
20563,1
20564,1
20565,0
20566,1
20567,1
20568,1
20569,1
20570,0
20571,1
20572,0
20573,1
20574,1
20575,1
20576,1
20577,1
20578,0
20579,1
20580,1
20581,1
20582,1
20583,1
20584,1
20585,0
20586,1
20587,1
20588,1
20589,1
20590,1
20591,1
20592,1
20593,1
20594,1
20595,1
20596,1
20597,1
20598,0
20599,0
20600,0
20601,1
20602,1
20603,1
20604,1
20605,1
20606,1
20607,1
20608,1
20609,1
20610,1
20611,1
20612,0
20613,1
20614,1
20615,1
20616,1
20617,1
20618,0
20619,0
20620,1
20621,1
20622,0
20623,1
20624,0
20625,1
20626,1
20627,1
20628,1
20629,0
20630,1
20631,1
20632,1
20633,1
20634,1
20635,0
20636,0
20637,1
20638,1
20639,1
20640,1
20641,1
20642,1
20643,1
20644,0
20645,1
20646,1
20647,1
20648,1
20649,1
20650,0
20651,1
20652,0
20653,0
20654,1
20655,1
20656,1
20657,1
20658,1
20659,0
20660,1
20661,1
20662,1
20663,1
